DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q25.2	15	84037709	ADAMTSL3, GOLGA6L4, ZSCAN2	ADAMTSL3			ENSG00000156218			rs950169-C	rs950169	0	950169	missense_variant	0	0.743	2E-11	10.698970004336019		1.0834236	[1.06-1.11]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q26.1	15	90883330	FES, FURIN, MAN2A2	FURIN			ENSG00000140564			rs4702-G	rs4702	0	4702	3_prime_UTR_variant	0	0.438	8E-14	13.096910013008056		1.0845987	[1.06-1.11]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	16p13.2	16	9852462	GRIN2A	GRIN2A			ENSG00000183454			rs9922678-A	rs9922678	0	9922678	intron_variant	0	0.281	1E-8	8.0		1.067	[1.043-1.091]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	16p13.12	16	13656002	ERCC4	U91319.1 - U95743.1	ENSG00000262801	ENSG00000262267		92614	72652	rs7405404-T	rs7405404	0	7405404	intergenic_variant	1	0.223	1E-9	9.0		1.077	[1.052-1.103]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	16p11.2	16	29928556	ALDOA, ASPHD1, C16orf92, DOC2A, FAM57B, GDPD3, HIRIP3, INO80E, KCTD13, MAPK3, PPP4C, SEZ6L2, TAOK2, TBX6, TMEM219, YPEL3	AC120114.1			ENSG00000247735			rs12691307-A	rs12691307	0	12691307	non_coding_transcript_exon_variant	0	0.51	5E-11	10.301029995663981		1.073	[1.051-1.096]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	16q21	16	58647489	CNOT1, SLC38A7	CNOT1 - SLC38A7	ENSG00000125107	ENSG00000103042		17604	17620	rs12325245-T	rs12325245	0	12325245	intergenic_variant	1	0.141	2E-8	7.698970004336019		1.0869565	[1.06-1.12]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	16q22.1	16	68155437	ACD, C16orf86, CENPT, CTRL, DDX28, DPEP2, DPEP3, DUS2L, EDC4, ENKD1, ESRP2, GFOD2, LCAT, NFATC3, NRN1L, NUTF2, PARD6A, PLA2G15, PSKH1, PSMB10, RANBP10, SLC12A4, SLC7A6, SLC7A6OS, THAP11, TSNAXIP1	NFATC3			ENSG00000072736			rs8044995-A	rs8044995	0	8044995	intron_variant	0	0.162	2E-8	7.698970004336019		1.081	[1.052-1.111]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	17p13.3	17	2305605	SGSM2, SMG6, SRR, TSR1	SRR			ENSG00000167720			rs4523957-T	rs4523957	0	4523957	intron_variant	0	0.627	3E-10	9.522878745280337		1.071	[1.049-1.094]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	17p11.2	17	18055088	ATPAF2, DRG2, GID4, LRRC48, MYO15A, RAI1, SREBF1, TOM1L2	GID4			ENSG00000141034			rs8082590-G	rs8082590	0	8082590	intron_variant	0	0.386	2E-8	7.698970004336019		1.0649627	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	18q21.2	18	55532886	TCF4	TCF4			ENSG00000196628			rs9636107-G	rs9636107	0	9636107	intron_variant	0	0.497	3E-12	11.522878745280337		1.0752687	[1.05-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	18q21.2	18	55865958	TCF4	AC027584.1			ENSG00000287944			rs72934570-C	rs72934570	0	72934570	non_coding_transcript_exon_variant	0	0.9203	2E-11	10.698970004336019		1.1454753	[1.1-1.19]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	19p13.11	19	19367213	CILP2, GATAD2A, HAPLN4, MAU2, NCAN, NDUFA13, PBX4, SUGP1, TM6SF2, TSSK6	MAU2 - GATAD2A	ENSG00000129933	ENSG00000167491		8459	18613	rs2905426-G	rs2905426	0	2905426	regulatory_region_variant	1	0.372	4E-10	9.397940008672037		1.0706638	[1.05-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	19q12	19	30496516	ZNF536	ZNF536			ENSG00000198597			rs2053079-G	rs2053079	0	2053079	intron_variant	0	0.231	4E-9	8.397940008672037		1.0741138	[1.05-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	19q13.33	19	49587942	NOSIP, PRR12, PRRG2, RCN3, RRAS, SCAF1	PRRG2, NOSIP			ENSG00000126460, ENSG00000142546			rs56873913-T	rs56873913	0	56873913	intron_variant	0	0.766	5E-8	7.301029995663981		1.071	[1.045-1.098]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	20q11.23	20	38824551	ACTR5, PPP1R16B, SLC32A1	PPP1R16B			ENSG00000101445			rs6065094-G	rs6065094	0	6065094	intron_variant	0	0.678	1E-11	11.0		1.0775862	[1.05-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	20q13.13	20	49514499	KCNB1, PTGIS	PTGIS			ENSG00000124212			rs7267348-C	rs7267348	0	7267348	intron_variant	0	0.246	5E-8	7.301029995663981		1.0672358	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	22q13.2	22	41191552	CHADL, EP300, L3MBTL2, RANGAP1	EP300-AS1			ENSG00000231993			rs9607782-A	rs9607782	0	9607782	intron_variant	0	0.232	2E-11	10.698970004336019		1.087	[1.060-1.113]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	22q13.2	22	42207808	CENPM, CYP2D6, FAM109B, NAGA, NDUFA6, SEPT3, SHISA8, SMDT1, SREBF2, TCF20, TNFRSF13C, WBP2NL	TCF20, TCF20, TCF20, TCF20, TCF20, TCF20, TCF20, TCF20			ENSG00000283681, ENSG00000100207, ENSG00000276461, ENSG00000280467, ENSG00000281897, ENSG00000282892, ENSG00000262024, ENSG00000283026			rs6002655-T	rs6002655	0	6002655	intron_variant	0	0.443	2E-9	8.698970004336019		1.066	[1.044-1.088]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	Xp22.31	X	6111492	NLGN4X	NLGN4X			ENSG00000146938			rs12845396-T	rs12845396	0	12845396	intron_variant	0	0.247	2E-8	7.698970004336019		1.0559661	[1.04-1.08]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	Xp22.12	X	21362148	CNKSR2	AL807742.1			ENSG00000283380			rs1378559-T	rs1378559	0	1378559	intron_variant	0	0.831	2E-12	11.698970004336019		1.09	[1.064-1.116]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	Xq13.1	X	69157283	PJA1	EFNB1 - PJA1	ENSG00000090776	ENSG00000181191		315123	3568	rs5937157-G	rs5937157	0	5937157	intergenic_variant	1	0.241	2E-10	9.698970004336019		1.066098	[1.05-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	19q13.41	19	51991525	NR	ZNF615			ENSG00000197619			rs1715-T	rs1715	0	1715	3_prime_UTR_variant	0	NR	6E-7	6.221848749616356	(5 degree of freedom test)	1.41	[1.29-1.53]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
2013-06-06	23453885	Smoller JW	2013-02-27	Lancet	www.ncbi.nlm.nih.gov/pubmed/23453885	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	6,990 European ancestry Bipolar disorder cases, 9,227 European ancestry Major depressive disorder cases, 9,379 European ancestry Schizophrenia cases, 161 European ancestry Autism spectrum disorder cases, 4,788 European ancestry Autism spectrum disorder trio cases, 840 European ancestry Attention deficit-hyperactivity disorder cases, 1,947 European ancestry Attention defcit-hyperactivity disorder trio cases, 27,888 European ancestry controls	NA	1p31.1	1	78772330	IFI44L, IFI44	AC104837.1 - ADGRL4	ENSG00000235400	ENSG00000162618		21671	117434	rs4650608-T	rs4650608	0	4650608	intergenic_variant	1	NR	1E-6	6.0	(5 degree of freedom test)	1.06	[1.03-1.09]	NR [1252901] (imputed)	N	attention deficit hyperactivity disorder, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	http://www.ebi.ac.uk/efo/EFO_0003888, http://www.ebi.ac.uk/efo/EFO_0003761, http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0003756, http://www.ebi.ac.uk/efo/EFO_0000289	GCST001877	Genome-wide genotyping array
